1e-07,204.8,3.907153343071721
1e-09,204.8,3.9071505929199377
1e-11,204.8,3.907150565416468
1e-13,204.8,3.907150565143496
1e-07,409.6,2.870675699381061
1e-09,409.6,2.870672023802926
1e-11,409.6,2.870671987050007
1e-13,409.6,2.8706719866818085
1e-07,819.2,2.6400158749705755
1e-09,819.2,2.6400109511030934
1e-11,819.2,2.6400109018719626
1e-13,819.2,2.640010901380019
1e-07,1638.4,2.626381620842898
1e-09,1638.4,2.626377093060734
1e-11,1638.4,2.626377047790584
1e-13,1638.4,2.626377047306444
1e-07,3276.8,2.6687009772622607
1e-09,3276.8,2.668702619152397
1e-11,3276.8,2.668702635640098
1e-13,3276.8,2.668702635804241
1e-07,6553.6,2.72704042555052
1e-09,6553.6,2.7270643504687717
1e-11,6553.6,2.7270645898801256
1e-13,6553.6,2.727064592265155
