1e-07,0.8,2.0250076940923654
1e-09,0.8,2.0250062920249015
1e-11,0.8,2.025006278025329
1e-07,1.6,1.0331192248713432
1e-09,1.6,1.033170509618122
1e-11,1.6,1.0331710232205893
1e-07,3.2,0.9147572698309159
1e-09,3.2,0.9174958208373896
1e-11,3.2,0.9175250899917595
1e-07,6.4,0.8151437164485797
1e-09,6.4,0.8535438609356849
1e-11,6.4,0.8545174857105543
1e-07,12.8,0.7471150785748384
1e-09,12.8,0.8055670850970372
1e-11,12.8,0.8253846219768242
1e-07,25.6,0.8211894965924887
1e-09,25.6,0.7174561958352126
1e-11,25.6,0.8029580740809253
1e-07,51.2,1.0426081740359183
1e-09,51.2,0.7186155254777262
1e-11,51.2,0.749733458447111
1e-07,102.4,1.3043757627287138
1e-09,102.4,0.8612641598426365
1e-11,102.4,0.7118154752866734
1e-07,204.8,1.5620034883223402
1e-09,204.8,1.0866096031357624
1e-11,204.8,0.8607224780109789
1e-07,409.6,1.794065655637055
1e-09,409.6,1.2856521119613713
1e-11,409.6,2.1666140122970012
