1e-05,409.6,7.826255569228533
1e-07,409.6,7.826117421458079
1e-09,409.6,7.826116039917331
1e-11,409.6,7.826116026100928
1e-05,819.2,5.090954091996258
1e-07,819.2,5.09077269353958
1e-09,819.2,5.090770879201938
1e-11,819.2,5.090770861058876
1e-05,1638.4,4.344244364367219
1e-07,1638.4,4.343855484406544
1e-09,1638.4,4.343851593060275
1e-11,1638.4,4.343851554146332
1e-05,3276.8,4.02930671410186
1e-07,3276.8,4.028400236232104
1e-09,3276.8,4.028391173018384
1e-11,3276.8,4.028391082390954
1e-05,6553.6,3.865825521124742
1e-07,6553.6,3.86385133414377
1e-09,6553.6,3.8638316248923714
1e-11,6553.6,3.863831427817753
1e-05,13107.2,3.7845232684402133
1e-07,13107.2,3.7807242490525304
1e-09,13107.2,3.7806872880125773
1e-11,13107.2,3.780686918289038
1e-05,26214.4,3.7547654529503163
1e-07,26214.4,3.7477406887374505
1e-09,26214.4,3.7476729081996636
1e-11,26214.4,3.7476722301375736
1e-05,52428.8,3.75302296405009
1e-07,52428.8,3.7407914340855273
1e-09,52428.8,3.740683741975053
1e-11,52428.8,3.7406826642266595
